Date,TransactionID,ProductID,ProductName,Category,Quantity,Price,Type,Amount,PaymentMode
2026-01-29,TXN1533,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,Cash
2026-01-29,TXN1534,P107,Brooke Bond Red Label Tea 250g,Beverages,5,120,Sale,600,Cash
2026-01-29,TXN1535,P101,Premium Basmati Rice 5kg,Grains,2,450,Sale,900,UPI
2026-01-29,TXN1536,P107,Brooke Bond Red Label Tea 250g,Beverages,1,120,Sale,120,UPI
2026-01-29,TXN1537,P101,Premium Basmati Rice 5kg,Grains,6,450,Sale,2700,UPI
2026-01-29,TXN1538,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,UPI
2026-01-29,TXN1539,P106,Britannia Marie Gold Biscuits,Snacks,2,15,Sale,30,Card
2026-01-29,TXN1540,P103,Tata Salt 1kg,Condiments,3,28,Sale,84,UPI
2026-01-29,TXN1541,P103,Tata Salt 1kg,Condiments,1,28,Sale,28,UPI
2026-01-29,TXN1542,P105,Toor Dal Premium 1kg,Pulses,1,180,Sale,180,UPI
2026-01-29,TXN1543,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,1,280,Sale,280,Card
2026-01-29,TXN1544,P108,Sunsilk Black Shampoo 180ml,Personal Care,2,145,Sale,290,UPI
2026-01-30,TXN1545,P107,Brooke Bond Red Label Tea 250g,Beverages,3,120,Sale,360,UPI
2026-01-30,TXN1546,P108,Sunsilk Black Shampoo 180ml,Personal Care,1,145,Sale,145,UPI
2026-01-30,TXN1547,P103,Tata Salt 1kg,Condiments,1,28,Sale,28,Card
2026-01-30,TXN1548,P108,Sunsilk Black Shampoo 180ml,Personal Care,2,145,Sale,290,Cash
2026-01-30,TXN1549,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,1,280,Sale,280,UPI
2026-01-30,TXN1550,P102,Gold Winner Sunflower Oil 1L,Oils,3,140,Sale,420,UPI
2026-01-30,TXN1551,P101,Premium Basmati Rice 5kg,Grains,2,450,Sale,900,UPI
2026-01-30,TXN1552,P108,Sunsilk Black Shampoo 180ml,Personal Care,2,145,Sale,290,UPI
2026-01-30,TXN1553,P107,Brooke Bond Red Label Tea 250g,Beverages,1,120,Sale,120,Cash
2026-01-30,TXN1554,P106,Britannia Marie Gold Biscuits,Snacks,2,15,Sale,30,UPI
2026-01-30,TXN1555,P103,Tata Salt 1kg,Condiments,2,28,Sale,56,UPI
2026-01-30,TXN1556,P103,Tata Salt 1kg,Condiments,5,28,Sale,140,UPI
2026-01-30,TXN1557,P101,Premium Basmati Rice 5kg,Grains,1,450,Sale,450,UPI
2026-01-30,TXN_RESTOCK_1557,P106,Restock: Britannia Marie Gold Biscuits,Restock,47,12,Expense,564,Cash
2026-01-31,TXN1558,P108,Sunsilk Black Shampoo 180ml,Personal Care,1,145,Sale,145,Cash
2026-01-31,TXN1559,P101,Premium Basmati Rice 5kg,Grains,2,450,Sale,900,Cash
2026-01-31,TXN1560,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,UPI
2026-01-31,TXN1561,P102,Gold Winner Sunflower Oil 1L,Oils,2,140,Sale,280,UPI
2026-01-31,TXN1562,P108,Sunsilk Black Shampoo 180ml,Personal Care,1,145,Sale,145,UPI
2026-01-31,TXN1563,P108,Sunsilk Black Shampoo 180ml,Personal Care,2,145,Sale,290,UPI
2026-01-31,TXN1564,P103,Tata Salt 1kg,Condiments,1,28,Sale,28,UPI
2026-01-31,TXN1565,P107,Brooke Bond Red Label Tea 250g,Beverages,3,120,Sale,360,Cash
2026-01-31,TXN1566,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,2,280,Sale,560,Cash
2026-01-31,TXN1567,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,Card
2026-02-01,TXN1568,P102,Gold Winner Sunflower Oil 1L,Oils,2,140,Sale,280,UPI
2026-02-01,TXN1569,P103,Tata Salt 1kg,Condiments,3,28,Sale,84,UPI
2026-02-01,TXN1570,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,UPI
2026-02-01,TXN1571,P103,Tata Salt 1kg,Condiments,2,28,Sale,56,UPI
2026-02-01,TXN1572,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,Cash
2026-02-01,TXN1573,P105,Toor Dal Premium 1kg,Pulses,2,180,Sale,360,UPI
2026-02-01,TXN1574,P108,Sunsilk Black Shampoo 180ml,Personal Care,3,145,Sale,435,UPI
2026-02-01,TXN1575,P106,Britannia Marie Gold Biscuits,Snacks,2,15,Sale,30,Cash
2026-02-01,TXN1576,P103,Tata Salt 1kg,Condiments,3,28,Sale,84,UPI
2026-02-01,TXN1577,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,1,280,Sale,280,Cash
2026-02-01,TXN1578,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,3,280,Sale,840,Cash
2026-02-01,TXN1579,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,Cash
2026-02-01,TXN1580,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,UPI
2026-02-01,TXN1581,P105,Toor Dal Premium 1kg,Pulses,2,180,Sale,360,UPI
2026-02-01,TXN1582,P106,Britannia Marie Gold Biscuits,Snacks,5,15,Sale,75,UPI
2026-02-01,TXN1583,P105,Toor Dal Premium 1kg,Pulses,2,180,Sale,360,Cash
2026-02-01,TXN1584,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,Card
2026-02-01,TXN1585,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,3,280,Sale,840,UPI
2026-02-01,TXN1586,P103,Tata Salt 1kg,Condiments,2,28,Sale,56,Card
2026-02-01,TXN1587,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,1,280,Sale,280,UPI
2026-02-01,TXN1588,P103,Tata Salt 1kg,Condiments,3,28,Sale,84,UPI
2026-02-01,TXN_RENT_022026,EXP_RENT,Shop Rent Payment,Operations,1,12000,Expense,12000,UPI
2026-02-01,TXN_RESTOCK_1588,P102,Restock: Gold Winner Sunflower Oil 1L,Restock,47,110,Expense,5170,Cash
2026-02-02,TXN1589,P103,Tata Salt 1kg,Condiments,1,28,Sale,28,UPI
2026-02-02,TXN1590,P102,Gold Winner Sunflower Oil 1L,Oils,2,140,Sale,280,UPI
2026-02-02,TXN1591,P101,Premium Basmati Rice 5kg,Grains,3,450,Sale,1350,Card
2026-02-02,TXN1592,P103,Tata Salt 1kg,Condiments,1,28,Sale,28,UPI
2026-02-02,TXN1593,P103,Tata Salt 1kg,Condiments,2,28,Sale,56,UPI
2026-02-02,TXN1594,P101,Premium Basmati Rice 5kg,Grains,2,450,Sale,900,UPI
2026-02-02,TXN1595,P108,Sunsilk Black Shampoo 180ml,Personal Care,2,145,Sale,290,UPI
2026-02-02,TXN1596,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,Cash
2026-02-02,TXN1597,P105,Toor Dal Premium 1kg,Pulses,2,180,Sale,360,Cash
2026-02-03,TXN1598,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,2,280,Sale,560,Card
2026-02-03,TXN1599,P103,Tata Salt 1kg,Condiments,1,28,Sale,28,UPI
2026-02-03,TXN1600,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,UPI
2026-02-03,TXN1601,P103,Tata Salt 1kg,Condiments,1,28,Sale,28,UPI
2026-02-03,TXN1602,P101,Premium Basmati Rice 5kg,Grains,1,450,Sale,450,Card
2026-02-03,TXN1603,P107,Brooke Bond Red Label Tea 250g,Beverages,1,120,Sale,120,Card
2026-02-03,TXN1604,P103,Tata Salt 1kg,Condiments,2,28,Sale,56,UPI
2026-02-04,TXN1605,P103,Tata Salt 1kg,Condiments,2,28,Sale,56,Cash
2026-02-04,TXN1606,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,1,280,Sale,280,UPI
2026-02-04,TXN1607,P108,Sunsilk Black Shampoo 180ml,Personal Care,1,145,Sale,145,UPI
2026-02-04,TXN1608,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,1,280,Sale,280,UPI
2026-02-04,TXN1609,P103,Tata Salt 1kg,Condiments,2,28,Sale,56,UPI
2026-02-04,TXN1610,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,3,280,Sale,840,UPI
2026-02-04,TXN1611,P101,Premium Basmati Rice 5kg,Grains,5,450,Sale,2250,UPI
2026-02-04,TXN1612,P106,Britannia Marie Gold Biscuits,Snacks,2,15,Sale,30,UPI
2026-02-04,TXN1613,P108,Sunsilk Black Shampoo 180ml,Personal Care,2,145,Sale,290,Cash
2026-02-04,TXN1614,P108,Sunsilk Black Shampoo 180ml,Personal Care,3,145,Sale,435,UPI
2026-02-04,TXN1615,P105,Toor Dal Premium 1kg,Pulses,2,180,Sale,360,Cash
2026-02-04,TXN1616,P102,Gold Winner Sunflower Oil 1L,Oils,3,140,Sale,420,UPI
2026-02-04,TXN1617,P107,Brooke Bond Red Label Tea 250g,Beverages,1,120,Sale,120,UPI
2026-02-04,TXN_RESTOCK_1617,P103,Restock: Tata Salt 1kg,Restock,40,20,Expense,800,Cash
2026-02-05,TXN1618,P105,Toor Dal Premium 1kg,Pulses,1,180,Sale,180,UPI
2026-02-05,TXN1619,P101,Premium Basmati Rice 5kg,Grains,2,450,Sale,900,UPI
2026-02-05,TXN1620,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,1,280,Sale,280,Card
2026-02-05,TXN1621,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,5,280,Sale,1400,Cash
2026-02-05,TXN1622,P101,Premium Basmati Rice 5kg,Grains,1,450,Sale,450,Cash
2026-02-05,TXN1623,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,UPI
2026-02-05,TXN1624,P108,Sunsilk Black Shampoo 180ml,Personal Care,1,145,Sale,145,UPI
2026-02-05,TXN1625,P105,Toor Dal Premium 1kg,Pulses,1,180,Sale,180,Cash
2026-02-06,TXN1626,P101,Premium Basmati Rice 5kg,Grains,2,450,Sale,900,UPI
2026-02-06,TXN1627,P106,Britannia Marie Gold Biscuits,Snacks,3,15,Sale,45,UPI
2026-02-06,TXN1628,P107,Brooke Bond Red Label Tea 250g,Beverages,3,120,Sale,360,UPI
2026-02-06,TXN1629,P103,Tata Salt 1kg,Condiments,1,28,Sale,28,Cash
2026-02-06,TXN1630,P101,Premium Basmati Rice 5kg,Grains,2,450,Sale,900,UPI
2026-02-06,TXN1631,P107,Brooke Bond Red Label Tea 250g,Beverages,2,120,Sale,240,Cash
2026-02-06,TXN1632,P106,Britannia Marie Gold Biscuits,Snacks,6,15,Sale,90,UPI
2026-02-06,TXN1633,P101,Premium Basmati Rice 5kg,Grains,1,450,Sale,450,Cash
2026-02-06,TXN1634,P105,Toor Dal Premium 1kg,Pulses,2,180,Sale,360,UPI
2026-02-06,TXN1635,P105,Toor Dal Premium 1kg,Pulses,2,180,Sale,360,Cash
2026-02-06,TXN1636,P101,Premium Basmati Rice 5kg,Grains,2,450,Sale,900,UPI
2026-02-06,TXN1637,P107,Brooke Bond Red Label Tea 250g,Beverages,1,120,Sale,120,UPI
2026-02-07,TXN1638,P107,Brooke Bond Red Label Tea 250g,Beverages,2,120,Sale,240,UPI
2026-02-07,TXN1639,P108,Sunsilk Black Shampoo 180ml,Personal Care,2,145,Sale,290,UPI
2026-02-07,TXN1640,P107,Brooke Bond Red Label Tea 250g,Beverages,2,120,Sale,240,Cash
2026-02-07,TXN1641,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,UPI
2026-02-07,TXN1642,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,UPI
2026-02-07,TXN1643,P103,Tata Salt 1kg,Condiments,2,28,Sale,56,Card
2026-02-07,TXN1644,P106,Britannia Marie Gold Biscuits,Snacks,3,15,Sale,45,Cash
2026-02-07,TXN1645,P101,Premium Basmati Rice 5kg,Grains,1,450,Sale,450,UPI
2026-02-07,TXN1646,P105,Toor Dal Premium 1kg,Pulses,1,180,Sale,180,Cash
2026-02-07,TXN1647,P107,Brooke Bond Red Label Tea 250g,Beverages,1,120,Sale,120,Cash
2026-02-08,TXN1648,P103,Tata Salt 1kg,Condiments,1,28,Sale,28,UPI
2026-02-08,TXN1649,P105,Toor Dal Premium 1kg,Pulses,3,180,Sale,540,UPI
2026-02-08,TXN1650,P108,Sunsilk Black Shampoo 180ml,Personal Care,3,145,Sale,435,Card
2026-02-08,TXN1651,P107,Brooke Bond Red Label Tea 250g,Beverages,1,120,Sale,120,UPI
2026-02-08,TXN1652,P103,Tata Salt 1kg,Condiments,2,28,Sale,56,Cash
2026-02-08,TXN1653,P107,Brooke Bond Red Label Tea 250g,Beverages,2,120,Sale,240,Cash
2026-02-08,TXN1654,P105,Toor Dal Premium 1kg,Pulses,3,180,Sale,540,UPI
2026-02-08,TXN1655,P105,Toor Dal Premium 1kg,Pulses,2,180,Sale,360,UPI
2026-02-08,TXN1656,P107,Brooke Bond Red Label Tea 250g,Beverages,1,120,Sale,120,UPI
2026-02-08,TXN1657,P106,Britannia Marie Gold Biscuits,Snacks,3,15,Sale,45,Cash
2026-02-08,TXN1658,P108,Sunsilk Black Shampoo 180ml,Personal Care,5,145,Sale,725,Cash
2026-02-08,TXN1659,P105,Toor Dal Premium 1kg,Pulses,6,180,Sale,1080,Card
2026-02-08,TXN1660,P103,Tata Salt 1kg,Condiments,5,28,Sale,140,UPI
2026-02-08,TXN1661,P106,Britannia Marie Gold Biscuits,Snacks,3,15,Sale,45,UPI
2026-02-08,TXN1662,P106,Britannia Marie Gold Biscuits,Snacks,2,15,Sale,30,UPI
2026-02-09,TXN1663,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,UPI
2026-02-09,TXN1664,P102,Gold Winner Sunflower Oil 1L,Oils,3,140,Sale,420,UPI
2026-02-09,TXN1665,P107,Brooke Bond Red Label Tea 250g,Beverages,1,120,Sale,120,Card
2026-02-09,TXN1666,P106,Britannia Marie Gold Biscuits,Snacks,2,15,Sale,30,UPI
2026-02-09,TXN1667,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,Cash
2026-02-09,TXN1668,P103,Tata Salt 1kg,Condiments,1,28,Sale,28,UPI
2026-02-09,TXN1669,P101,Premium Basmati Rice 5kg,Grains,2,450,Sale,900,UPI
2026-02-09,TXN1670,P103,Tata Salt 1kg,Condiments,2,28,Sale,56,UPI
2026-02-09,TXN1671,P108,Sunsilk Black Shampoo 180ml,Personal Care,6,145,Sale,870,Cash
2026-02-10,TXN1672,P103,Tata Salt 1kg,Condiments,3,28,Sale,84,UPI
2026-02-10,TXN1673,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,UPI
2026-02-10,TXN1674,P105,Toor Dal Premium 1kg,Pulses,1,180,Sale,180,UPI
2026-02-10,TXN1675,P108,Sunsilk Black Shampoo 180ml,Personal Care,2,145,Sale,290,UPI
2026-02-10,TXN1676,P107,Brooke Bond Red Label Tea 250g,Beverages,3,120,Sale,360,Cash
2026-02-10,TXN_ELEC_022026,EXP_ELEC,Electricity Bill,Utilities,1,2975,Expense,2975,UPI
2026-02-10,TXN_RESTOCK_1676,P108,Restock: Sunsilk Black Shampoo 180ml,Restock,34,115,Expense,3910,Cash
2026-02-11,TXN1677,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,Card
2026-02-11,TXN1678,P102,Gold Winner Sunflower Oil 1L,Oils,5,140,Sale,700,Cash
2026-02-11,TXN1679,P107,Brooke Bond Red Label Tea 250g,Beverages,1,120,Sale,120,UPI
2026-02-11,TXN1680,P106,Britannia Marie Gold Biscuits,Snacks,2,15,Sale,30,UPI
2026-02-11,TXN1681,P101,Premium Basmati Rice 5kg,Grains,1,450,Sale,450,Cash
2026-02-11,TXN1682,P103,Tata Salt 1kg,Condiments,1,28,Sale,28,Cash
2026-02-11,TXN1683,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,3,280,Sale,840,Card
2026-02-11,TXN1684,P108,Sunsilk Black Shampoo 180ml,Personal Care,3,145,Sale,435,Cash
2026-02-11,TXN1685,P108,Sunsilk Black Shampoo 180ml,Personal Care,1,145,Sale,145,UPI
2026-02-11,TXN1686,P105,Toor Dal Premium 1kg,Pulses,2,180,Sale,360,Card
2026-02-11,TXN1687,P108,Sunsilk Black Shampoo 180ml,Personal Care,2,145,Sale,290,UPI
2026-02-11,TXN1688,P103,Tata Salt 1kg,Condiments,2,28,Sale,56,UPI
2026-02-11,TXN1689,P108,Sunsilk Black Shampoo 180ml,Personal Care,3,145,Sale,435,Cash
2026-02-12,TXN1690,P103,Tata Salt 1kg,Condiments,1,28,Sale,28,UPI
2026-02-12,TXN1691,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,Cash
2026-02-12,TXN1692,P101,Premium Basmati Rice 5kg,Grains,1,450,Sale,450,Card
2026-02-12,TXN1693,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,2,280,Sale,560,Cash
2026-02-12,TXN1694,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,Cash
2026-02-12,TXN1695,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,UPI
2026-02-12,TXN1696,P103,Tata Salt 1kg,Condiments,2,28,Sale,56,UPI
2026-02-13,TXN1697,P103,Tata Salt 1kg,Condiments,3,28,Sale,84,UPI
2026-02-13,TXN1698,P102,Gold Winner Sunflower Oil 1L,Oils,2,140,Sale,280,UPI
2026-02-13,TXN1699,P102,Gold Winner Sunflower Oil 1L,Oils,2,140,Sale,280,UPI
2026-02-13,TXN1700,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,Card
2026-02-13,TXN1701,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,UPI
2026-02-13,TXN1702,P107,Brooke Bond Red Label Tea 250g,Beverages,1,120,Sale,120,Card
2026-02-13,TXN1703,P105,Toor Dal Premium 1kg,Pulses,1,180,Sale,180,Cash
2026-02-14,TXN1704,P107,Brooke Bond Red Label Tea 250g,Beverages,3,120,Sale,360,Cash
2026-02-14,TXN1705,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,UPI
2026-02-14,TXN1706,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,1,280,Sale,280,UPI
2026-02-14,TXN1707,P106,Britannia Marie Gold Biscuits,Snacks,2,15,Sale,30,Cash
2026-02-14,TXN1708,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,Cash
2026-02-14,TXN1709,P108,Sunsilk Black Shampoo 180ml,Personal Care,2,145,Sale,290,Cash
2026-02-14,TXN1710,P107,Brooke Bond Red Label Tea 250g,Beverages,1,120,Sale,120,Cash
2026-02-14,TXN1711,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,UPI
2026-02-14,TXN1712,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,Card
2026-02-14,TXN1713,P108,Sunsilk Black Shampoo 180ml,Personal Care,1,145,Sale,145,UPI
2026-02-14,TXN1714,P103,Tata Salt 1kg,Condiments,2,28,Sale,56,UPI
2026-02-14,TXN1715,P102,Gold Winner Sunflower Oil 1L,Oils,3,140,Sale,420,Card
2026-02-14,TXN1716,P108,Sunsilk Black Shampoo 180ml,Personal Care,3,145,Sale,435,UPI
2026-02-14,TXN1717,P107,Brooke Bond Red Label Tea 250g,Beverages,1,120,Sale,120,Cash
2026-02-14,TXN1718,P108,Sunsilk Black Shampoo 180ml,Personal Care,2,145,Sale,290,UPI
2026-02-14,TXN1719,P103,Tata Salt 1kg,Condiments,2,28,Sale,56,Cash
2026-02-15,TXN1720,P101,Premium Basmati Rice 5kg,Grains,1,450,Sale,450,Cash
2026-02-15,TXN1721,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,6,280,Sale,1680,UPI
2026-02-15,TXN1722,P107,Brooke Bond Red Label Tea 250g,Beverages,2,120,Sale,240,UPI
2026-02-15,TXN1723,P102,Gold Winner Sunflower Oil 1L,Oils,2,140,Sale,280,UPI
2026-02-15,TXN1724,P107,Brooke Bond Red Label Tea 250g,Beverages,2,120,Sale,240,Cash
2026-02-15,TXN1725,P107,Brooke Bond Red Label Tea 250g,Beverages,2,120,Sale,240,Cash
2026-02-15,TXN1726,P106,Britannia Marie Gold Biscuits,Snacks,3,15,Sale,45,Cash
2026-02-15,TXN1727,P105,Toor Dal Premium 1kg,Pulses,1,180,Sale,180,Card
2026-02-15,TXN1728,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,2,280,Sale,560,Cash
2026-02-15,TXN1729,P105,Toor Dal Premium 1kg,Pulses,2,180,Sale,360,UPI
2026-02-15,TXN1730,P105,Toor Dal Premium 1kg,Pulses,1,180,Sale,180,UPI
2026-02-15,TXN1731,P106,Britannia Marie Gold Biscuits,Snacks,2,15,Sale,30,UPI
2026-02-15,TXN1732,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,UPI
2026-02-15,TXN1733,P106,Britannia Marie Gold Biscuits,Snacks,2,15,Sale,30,UPI
2026-02-15,TXN1734,P103,Tata Salt 1kg,Condiments,1,28,Sale,28,UPI
2026-02-15,TXN1735,P108,Sunsilk Black Shampoo 180ml,Personal Care,2,145,Sale,290,UPI
2026-02-15,TXN1736,P102,Gold Winner Sunflower Oil 1L,Oils,2,140,Sale,280,Cash
2026-02-15,TXN1737,P107,Brooke Bond Red Label Tea 250g,Beverages,1,120,Sale,120,Cash
2026-02-15,TXN1738,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,Cash
2026-02-15,TXN1739,P102,Gold Winner Sunflower Oil 1L,Oils,1,140,Sale,140,UPI
2026-02-15,TXN1740,P101,Premium Basmati Rice 5kg,Grains,2,450,Sale,900,UPI
2026-02-15,TXN1741,P106,Britannia Marie Gold Biscuits,Snacks,2,15,Sale,30,Cash
2026-02-15,TXN1742,P105,Toor Dal Premium 1kg,Pulses,5,180,Sale,900,UPI
2026-02-15,TXN1743,P103,Tata Salt 1kg,Condiments,3,28,Sale,84,UPI
2026-02-16,TXN1744,P108,Sunsilk Black Shampoo 180ml,Personal Care,1,145,Sale,145,UPI
2026-02-16,TXN1745,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,1,280,Sale,280,Cash
2026-02-16,TXN1746,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,5,280,Sale,1400,Cash
2026-02-16,TXN1747,P108,Sunsilk Black Shampoo 180ml,Personal Care,2,145,Sale,290,UPI
2026-02-16,TXN1748,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,UPI
2026-02-16,TXN1749,P102,Gold Winner Sunflower Oil 1L,Oils,3,140,Sale,420,UPI
2026-02-16,TXN1750,P103,Tata Salt 1kg,Condiments,1,28,Sale,28,Cash
2026-02-16,TXN1751,P107,Brooke Bond Red Label Tea 250g,Beverages,1,120,Sale,120,Cash
2026-02-17,TXN1752,P108,Sunsilk Black Shampoo 180ml,Personal Care,2,145,Sale,290,UPI
2026-02-17,TXN1753,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,UPI
2026-02-17,TXN1754,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,1,280,Sale,280,UPI
2026-02-17,TXN1755,P106,Britannia Marie Gold Biscuits,Snacks,2,15,Sale,30,UPI
2026-02-17,TXN1756,P105,Toor Dal Premium 1kg,Pulses,5,180,Sale,900,Card
2026-02-17,TXN1757,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,UPI
2026-02-17,TXN1758,P106,Britannia Marie Gold Biscuits,Snacks,2,15,Sale,30,UPI
2026-02-17,TXN1759,P105,Toor Dal Premium 1kg,Pulses,1,180,Sale,180,Card
2026-02-17,TXN1760,P105,Toor Dal Premium 1kg,Pulses,2,180,Sale,360,Cash
2026-02-17,TXN1761,P101,Premium Basmati Rice 5kg,Grains,1,450,Sale,450,Card
2026-02-18,TXN1762,P106,Britannia Marie Gold Biscuits,Snacks,2,15,Sale,30,UPI
2026-02-18,TXN1763,P103,Tata Salt 1kg,Condiments,1,28,Sale,28,UPI
2026-02-18,TXN1764,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,Card
2026-02-18,TXN1765,P102,Gold Winner Sunflower Oil 1L,Oils,2,140,Sale,280,Card
2026-02-18,TXN1766,P102,Gold Winner Sunflower Oil 1L,Oils,2,140,Sale,280,UPI
2026-02-18,TXN1767,P108,Sunsilk Black Shampoo 180ml,Personal Care,1,145,Sale,145,UPI
2026-02-18,TXN1768,P101,Premium Basmati Rice 5kg,Grains,1,450,Sale,450,Cash
2026-02-18,TXN1769,P106,Britannia Marie Gold Biscuits,Snacks,2,15,Sale,30,Cash
2026-02-18,TXN1770,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,3,280,Sale,840,Cash
2026-02-18,TXN1771,P108,Sunsilk Black Shampoo 180ml,Personal Care,3,145,Sale,435,UPI
2026-02-18,TXN1772,P108,Sunsilk Black Shampoo 180ml,Personal Care,1,145,Sale,145,UPI
2026-02-18,TXN1773,P103,Tata Salt 1kg,Condiments,3,28,Sale,84,Card
2026-02-18,TXN1774,P106,Britannia Marie Gold Biscuits,Snacks,1,15,Sale,15,Card
2026-02-18,TXN1775,P108,Sunsilk Black Shampoo 180ml,Personal Care,2,145,Sale,290,Cash
2026-02-18,TXN_RESTOCK_1775,P106,Restock: Britannia Marie Gold Biscuits,Restock,49,12,Expense,588,Cash
2026-02-19,TXN1776,P101,Premium Basmati Rice 5kg,Grains,1,450,Sale,450,Cash
2026-02-19,TXN1777,P105,Toor Dal Premium 1kg,Pulses,1,180,Sale,180,UPI
2026-02-19,TXN1778,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,3,280,Sale,840,Cash
2026-02-19,TXN1779,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,1,280,Sale,280,UPI
2026-02-19,TXN1780,P101,Premium Basmati Rice 5kg,Grains,1,450,Sale,450,UPI
2026-02-19,TXN1781,P108,Sunsilk Black Shampoo 180ml,Personal Care,1,145,Sale,145,UPI
2026-02-19,TXN1782,P103,Tata Salt 1kg,Condiments,2,28,Sale,56,UPI
2026-02-20,TXN1783,P107,Brooke Bond Red Label Tea 250g,Beverages,3,120,Sale,360,UPI
2026-02-20,TXN1784,P106,Britannia Marie Gold Biscuits,Snacks,2,15,Sale,30,UPI
2026-02-20,TXN1785,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,1,280,Sale,280,UPI
2026-02-20,TXN1786,P108,Sunsilk Black Shampoo 180ml,Personal Care,3,145,Sale,435,UPI
2026-02-20,TXN1787,P104,Aashirvaad Shudh Chakki Atta 5kg,Grains,1,280,Sale,280,UPI
2026-02-20,TXN1788,P107,Brooke Bond Red Label Tea 250g,Beverages,3,120,Sale,360,UPI
2026-02-20,TXN1789,P102,Gold Winner Sunflower Oil 1L,Oils,2,140,Sale,280,Cash
2026-02-20,TXN1790,P102,Gold Winner Sunflower Oil 1L,Oils,3,140,Sale,420,UPI
2026-02-20,TXN1791,P107,Brooke Bond Red Label Tea 250g,Beverages,3,120,Sale,360,UPI
2026-02-20,TXN1792,P101,Premium Basmati Rice 5kg,Grains,1,450,Sale,450,UPI
2026-02-20,TXN1793,P105,Toor Dal Premium 1kg,Pulses,2,180,Sale,360,UPI
2026-02-20,TXN_RESTOCK_1793,P104,Restock: Aashirvaad Shudh Chakki Atta 5kg,Restock,17,220,Expense,3740,Cash
2026-02-21,TXN1794,P106,Britannia Marie Gold Biscuits,Snacks,2,15,Sale,30,UPI
2026-02-21,TXN1795,P107,Brooke Bond Red Label Tea 250g,Beverages,2,120,Sale,240,Cash
